conversation_id,utterance_id,speaker,utterance,generation_strategy,source,metadata,tokens,lemmas,pos_tags,token_languages,num_tokens,num_english_tokens,num_hindi_tokens,is_code_switched
46,46_1,Student,I have a few questions about the time complexity proofs we discussed,intra_sentinal,LLM,"['minimax/minimax-m2:free', '\n    Use the 10 examples below to generate a conversation between 2 people.\n    Make each character not speak for more than 10 times. The 2 people will be code switching between\n    English and Hindi. Make person 1 have the first code switch. Make the code switches highlighting intra-sentinel switching.\n    Examples: \n    I was so tired kal raat that I fell asleep instantly.\n    Usne bola “I’ll call you baad mein,” but phir call hi nahi kiya.\n    Let’s meet kal subah at the cafe near your ghar.\n    I don’t think mujhe woh movie pasand aayegi.\n    Humne project complete kar liya, but abhi presentation pending hai.\n    The teacher said ki tumhe zyada practice ki zaroorat hai.\n    Mujhe samajh nahi aata why he always comes late.\n    They were laughing itna zyada ki sab log dekhne lage.\n    I’m hungry, kya hum abhi kuch order karen?\n    Kal ka test tough tha but thankfully sab questions practice wale hi the\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.IMPORTANT: Only code switch in EXACTLY 1 out of 4 sentences (25% of sentences should have Hindi). This means 3 sentences should be pure English, then 1 sentence with Hindi mixed in. Do NOT code switch more frequently than this ratio. generate all hindi words using the the devangarione example is Person1: Hey there, I hope everything is going well and <Hindi>आप कैसे हैं</Hindi> I heard the midterm on searching algorithms is next week.ensure to ONLY USE DEVANGARI and not romanized hindiperson1 is algorithms professor\nperson2 is student at northeastern university']","['questions', 'time', 'complexity', 'proofs', 'discussed']","['question', 'time', 'complexity', 'proof', 'discuss']","['NOUN', 'NOUN', 'NOUN', 'NOUN', 'VERB']","['en', 'en', 'en', 'en', 'en']",5,5,0,False
46,46_2,Professor,"I’m glad you’re reviewing the material, it will help for the upcoming exam",intra_sentinal,LLM,"['minimax/minimax-m2:free', '\n    Use the 10 examples below to generate a conversation between 2 people.\n    Make each character not speak for more than 10 times. The 2 people will be code switching between\n    English and Hindi. Make person 1 have the first code switch. Make the code switches highlighting intra-sentinel switching.\n    Examples: \n    I was so tired kal raat that I fell asleep instantly.\n    Usne bola “I’ll call you baad mein,” but phir call hi nahi kiya.\n    Let’s meet kal subah at the cafe near your ghar.\n    I don’t think mujhe woh movie pasand aayegi.\n    Humne project complete kar liya, but abhi presentation pending hai.\n    The teacher said ki tumhe zyada practice ki zaroorat hai.\n    Mujhe samajh nahi aata why he always comes late.\n    They were laughing itna zyada ki sab log dekhne lage.\n    I’m hungry, kya hum abhi kuch order karen?\n    Kal ka test tough tha but thankfully sab questions practice wale hi the\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.IMPORTANT: Only code switch in EXACTLY 1 out of 4 sentences (25% of sentences should have Hindi). This means 3 sentences should be pure English, then 1 sentence with Hindi mixed in. Do NOT code switch more frequently than this ratio. generate all hindi words using the the devangarione example is Person1: Hey there, I hope everything is going well and <Hindi>आप कैसे हैं</Hindi> I heard the midterm on searching algorithms is next week.ensure to ONLY USE DEVANGARI and not romanized hindiperson1 is algorithms professor\nperson2 is student at northeastern university']","['m', 'glad', 'reviewing', 'material', 'help', 'upcoming', 'exam']","['m', 'glad', 'review', 'material', 'help', 'upcoming', 'exam']","['VERB', 'ADJ', 'VERB', 'NOUN', 'VERB', 'ADJ', 'NOUN']","['en', 'en', 'en', 'en', 'en', 'en', 'en']",7,7,0,False
46,46_3,Professor,"कल सुबह हमने traversal algorithms revise किए, अब mind fresh है",intra_sentinal,LLM,"['minimax/minimax-m2:free', '\n    Use the 10 examples below to generate a conversation between 2 people.\n    Make each character not speak for more than 10 times. The 2 people will be code switching between\n    English and Hindi. Make person 1 have the first code switch. Make the code switches highlighting intra-sentinel switching.\n    Examples: \n    I was so tired kal raat that I fell asleep instantly.\n    Usne bola “I’ll call you baad mein,” but phir call hi nahi kiya.\n    Let’s meet kal subah at the cafe near your ghar.\n    I don’t think mujhe woh movie pasand aayegi.\n    Humne project complete kar liya, but abhi presentation pending hai.\n    The teacher said ki tumhe zyada practice ki zaroorat hai.\n    Mujhe samajh nahi aata why he always comes late.\n    They were laughing itna zyada ki sab log dekhne lage.\n    I’m hungry, kya hum abhi kuch order karen?\n    Kal ka test tough tha but thankfully sab questions practice wale hi the\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.IMPORTANT: Only code switch in EXACTLY 1 out of 4 sentences (25% of sentences should have Hindi). This means 3 sentences should be pure English, then 1 sentence with Hindi mixed in. Do NOT code switch more frequently than this ratio. generate all hindi words using the the devangarione example is Person1: Hey there, I hope everything is going well and <Hindi>आप कैसे हैं</Hindi> I heard the midterm on searching algorithms is next week.ensure to ONLY USE DEVANGARI and not romanized hindiperson1 is algorithms professor\nperson2 is student at northeastern university']","['kala', 'subaha', 'hamane', 'traversal', 'algorithms', 'revise', 'aba', 'mind', 'fresh']","['kala', 'subaha', 'hama', 'traversal', 'algorithm', 'revise', 'aba', 'mind', 'fresh']","['NOUN', 'NOUN', 'PRON', 'NOUN', 'NOUN', 'VERB', 'PRON', 'NOUN', 'ADJ']","['hi', 'hi', 'hi', 'en', 'en', 'en', 'hi', 'en', 'en']",9,5,4,True
46,46_4,Student,"That’s helpful, could you explain the recursive steps in more detail",intra_sentinal,LLM,"['minimax/minimax-m2:free', '\n    Use the 10 examples below to generate a conversation between 2 people.\n    Make each character not speak for more than 10 times. The 2 people will be code switching between\n    English and Hindi. Make person 1 have the first code switch. Make the code switches highlighting intra-sentinel switching.\n    Examples: \n    I was so tired kal raat that I fell asleep instantly.\n    Usne bola “I’ll call you baad mein,” but phir call hi nahi kiya.\n    Let’s meet kal subah at the cafe near your ghar.\n    I don’t think mujhe woh movie pasand aayegi.\n    Humne project complete kar liya, but abhi presentation pending hai.\n    The teacher said ki tumhe zyada practice ki zaroorat hai.\n    Mujhe samajh nahi aata why he always comes late.\n    They were laughing itna zyada ki sab log dekhne lage.\n    I’m hungry, kya hum abhi kuch order karen?\n    Kal ka test tough tha but thankfully sab questions practice wale hi the\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.IMPORTANT: Only code switch in EXACTLY 1 out of 4 sentences (25% of sentences should have Hindi). This means 3 sentences should be pure English, then 1 sentence with Hindi mixed in. Do NOT code switch more frequently than this ratio. generate all hindi words using the the devangarione example is Person1: Hey there, I hope everything is going well and <Hindi>आप कैसे हैं</Hindi> I heard the midterm on searching algorithms is next week.ensure to ONLY USE DEVANGARI and not romanized hindiperson1 is algorithms professor\nperson2 is student at northeastern university']","['s', 'helpful', 'explain', 'recursive', 'steps', 'detail']","['s', 'helpful', 'explain', 'recursive', 'step', 'detail']","['VERB', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'NOUN']","['en', 'en', 'en', 'en', 'en', 'en']",6,6,0,False
46,46_5,Student,I’m also curious about the practical applications in data science,intra_sentinal,LLM,"['minimax/minimax-m2:free', '\n    Use the 10 examples below to generate a conversation between 2 people.\n    Make each character not speak for more than 10 times. The 2 people will be code switching between\n    English and Hindi. Make person 1 have the first code switch. Make the code switches highlighting intra-sentinel switching.\n    Examples: \n    I was so tired kal raat that I fell asleep instantly.\n    Usne bola “I’ll call you baad mein,” but phir call hi nahi kiya.\n    Let’s meet kal subah at the cafe near your ghar.\n    I don’t think mujhe woh movie pasand aayegi.\n    Humne project complete kar liya, but abhi presentation pending hai.\n    The teacher said ki tumhe zyada practice ki zaroorat hai.\n    Mujhe samajh nahi aata why he always comes late.\n    They were laughing itna zyada ki sab log dekhne lage.\n    I’m hungry, kya hum abhi kuch order karen?\n    Kal ka test tough tha but thankfully sab questions practice wale hi the\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.IMPORTANT: Only code switch in EXACTLY 1 out of 4 sentences (25% of sentences should have Hindi). This means 3 sentences should be pure English, then 1 sentence with Hindi mixed in. Do NOT code switch more frequently than this ratio. generate all hindi words using the the devangarione example is Person1: Hey there, I hope everything is going well and <Hindi>आप कैसे हैं</Hindi> I heard the midterm on searching algorithms is next week.ensure to ONLY USE DEVANGARI and not romanized hindiperson1 is algorithms professor\nperson2 is student at northeastern university']","['m', 'curious', 'practical', 'applications', 'data', 'science']","['m', 'curious', 'practical', 'application', 'datum', 'science']","['VERB', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN']","['en', 'en', 'en', 'en', 'en', 'en']",6,6,0,False
46,46_6,Professor,"In real life, these concepts appear in database indexing and machine learning pipelines",intra_sentinal,LLM,"['minimax/minimax-m2:free', '\n    Use the 10 examples below to generate a conversation between 2 people.\n    Make each character not speak for more than 10 times. The 2 people will be code switching between\n    English and Hindi. Make person 1 have the first code switch. Make the code switches highlighting intra-sentinel switching.\n    Examples: \n    I was so tired kal raat that I fell asleep instantly.\n    Usne bola “I’ll call you baad mein,” but phir call hi nahi kiya.\n    Let’s meet kal subah at the cafe near your ghar.\n    I don’t think mujhe woh movie pasand aayegi.\n    Humne project complete kar liya, but abhi presentation pending hai.\n    The teacher said ki tumhe zyada practice ki zaroorat hai.\n    Mujhe samajh nahi aata why he always comes late.\n    They were laughing itna zyada ki sab log dekhne lage.\n    I’m hungry, kya hum abhi kuch order karen?\n    Kal ka test tough tha but thankfully sab questions practice wale hi the\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.IMPORTANT: Only code switch in EXACTLY 1 out of 4 sentences (25% of sentences should have Hindi). This means 3 sentences should be pure English, then 1 sentence with Hindi mixed in. Do NOT code switch more frequently than this ratio. generate all hindi words using the the devangarione example is Person1: Hey there, I hope everything is going well and <Hindi>आप कैसे हैं</Hindi> I heard the midterm on searching algorithms is next week.ensure to ONLY USE DEVANGARI and not romanized hindiperson1 is algorithms professor\nperson2 is student at northeastern university']","['real', 'life', 'concepts', 'appear', 'database', 'indexing', 'machine', 'learning', 'pipelines']","['real', 'life', 'concept', 'appear', 'database', 'indexing', 'machine', 'learn', 'pipeline']","['ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN']","['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']",9,9,0,False
46,46_7,Professor,Let’s schedule a lab session where you can implement them,intra_sentinal,LLM,"['minimax/minimax-m2:free', '\n    Use the 10 examples below to generate a conversation between 2 people.\n    Make each character not speak for more than 10 times. The 2 people will be code switching between\n    English and Hindi. Make person 1 have the first code switch. Make the code switches highlighting intra-sentinel switching.\n    Examples: \n    I was so tired kal raat that I fell asleep instantly.\n    Usne bola “I’ll call you baad mein,” but phir call hi nahi kiya.\n    Let’s meet kal subah at the cafe near your ghar.\n    I don’t think mujhe woh movie pasand aayegi.\n    Humne project complete kar liya, but abhi presentation pending hai.\n    The teacher said ki tumhe zyada practice ki zaroorat hai.\n    Mujhe samajh nahi aata why he always comes late.\n    They were laughing itna zyada ki sab log dekhne lage.\n    I’m hungry, kya hum abhi kuch order karen?\n    Kal ka test tough tha but thankfully sab questions practice wale hi the\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.IMPORTANT: Only code switch in EXACTLY 1 out of 4 sentences (25% of sentences should have Hindi). This means 3 sentences should be pure English, then 1 sentence with Hindi mixed in. Do NOT code switch more frequently than this ratio. generate all hindi words using the the devangarione example is Person1: Hey there, I hope everything is going well and <Hindi>आप कैसे हैं</Hindi> I heard the midterm on searching algorithms is next week.ensure to ONLY USE DEVANGARI and not romanized hindiperson1 is algorithms professor\nperson2 is student at northeastern university']","['let', 's', 'schedule', 'lab', 'session', 'implement']","['let', 's', 'schedule', 'lab', 'session', 'implement']","['VERB', 'PRON', 'VERB', 'NOUN', 'NOUN', 'VERB']","['en', 'en', 'en', 'en', 'en', 'en']",6,6,0,False
46,46_8,Student,I’ll bring my laptop and test the sorting algorithms on the lab computers,intra_sentinal,LLM,"['minimax/minimax-m2:free', '\n    Use the 10 examples below to generate a conversation between 2 people.\n    Make each character not speak for more than 10 times. The 2 people will be code switching between\n    English and Hindi. Make person 1 have the first code switch. Make the code switches highlighting intra-sentinel switching.\n    Examples: \n    I was so tired kal raat that I fell asleep instantly.\n    Usne bola “I’ll call you baad mein,” but phir call hi nahi kiya.\n    Let’s meet kal subah at the cafe near your ghar.\n    I don’t think mujhe woh movie pasand aayegi.\n    Humne project complete kar liya, but abhi presentation pending hai.\n    The teacher said ki tumhe zyada practice ki zaroorat hai.\n    Mujhe samajh nahi aata why he always comes late.\n    They were laughing itna zyada ki sab log dekhne lage.\n    I’m hungry, kya hum abhi kuch order karen?\n    Kal ka test tough tha but thankfully sab questions practice wale hi the\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.IMPORTANT: Only code switch in EXACTLY 1 out of 4 sentences (25% of sentences should have Hindi). This means 3 sentences should be pure English, then 1 sentence with Hindi mixed in. Do NOT code switch more frequently than this ratio. generate all hindi words using the the devangarione example is Person1: Hey there, I hope everything is going well and <Hindi>आप कैसे हैं</Hindi> I heard the midterm on searching algorithms is next week.ensure to ONLY USE DEVANGARI and not romanized hindiperson1 is algorithms professor\nperson2 is student at northeastern university']","['ll', 'bring', 'laptop', 'test', 'sorting', 'algorithms', 'lab', 'computers']","['ll', 'bring', 'laptop', 'test', 'sort', 'algorithm', 'lab', 'computer']","['AUX', 'VERB', 'NOUN', 'VERB', 'VERB', 'NOUN', 'NOUN', 'NOUN']","['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']",8,8,0,False
46,46_9,Professor,"Sounds great, remember to test both best and worst-case inputs",intra_sentinal,LLM,"['minimax/minimax-m2:free', '\n    Use the 10 examples below to generate a conversation between 2 people.\n    Make each character not speak for more than 10 times. The 2 people will be code switching between\n    English and Hindi. Make person 1 have the first code switch. Make the code switches highlighting intra-sentinel switching.\n    Examples: \n    I was so tired kal raat that I fell asleep instantly.\n    Usne bola “I’ll call you baad mein,” but phir call hi nahi kiya.\n    Let’s meet kal subah at the cafe near your ghar.\n    I don’t think mujhe woh movie pasand aayegi.\n    Humne project complete kar liya, but abhi presentation pending hai.\n    The teacher said ki tumhe zyada practice ki zaroorat hai.\n    Mujhe samajh nahi aata why he always comes late.\n    They were laughing itna zyada ki sab log dekhne lage.\n    I’m hungry, kya hum abhi kuch order karen?\n    Kal ka test tough tha but thankfully sab questions practice wale hi the\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.IMPORTANT: Only code switch in EXACTLY 1 out of 4 sentences (25% of sentences should have Hindi). This means 3 sentences should be pure English, then 1 sentence with Hindi mixed in. Do NOT code switch more frequently than this ratio. generate all hindi words using the the devangarione example is Person1: Hey there, I hope everything is going well and <Hindi>आप कैसे हैं</Hindi> I heard the midterm on searching algorithms is next week.ensure to ONLY USE DEVANGARI and not romanized hindiperson1 is algorithms professor\nperson2 is student at northeastern university']","['sounds', 'great', 'remember', 'test', 'best', 'worst', 'case', 'inputs']","['sound', 'great', 'remember', 'test', 'good', 'bad', 'case', 'input']","['VERB', 'ADJ', 'VERB', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'VERB']","['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']",8,8,0,False
46,46_10,Student,मुझे लगता है कि upcoming assignment में graph traversals भी आएंगे,intra_sentinal,LLM,"['minimax/minimax-m2:free', '\n    Use the 10 examples below to generate a conversation between 2 people.\n    Make each character not speak for more than 10 times. The 2 people will be code switching between\n    English and Hindi. Make person 1 have the first code switch. Make the code switches highlighting intra-sentinel switching.\n    Examples: \n    I was so tired kal raat that I fell asleep instantly.\n    Usne bola “I’ll call you baad mein,” but phir call hi nahi kiya.\n    Let’s meet kal subah at the cafe near your ghar.\n    I don’t think mujhe woh movie pasand aayegi.\n    Humne project complete kar liya, but abhi presentation pending hai.\n    The teacher said ki tumhe zyada practice ki zaroorat hai.\n    Mujhe samajh nahi aata why he always comes late.\n    They were laughing itna zyada ki sab log dekhne lage.\n    I’m hungry, kya hum abhi kuch order karen?\n    Kal ka test tough tha but thankfully sab questions practice wale hi the\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.IMPORTANT: Only code switch in EXACTLY 1 out of 4 sentences (25% of sentences should have Hindi). This means 3 sentences should be pure English, then 1 sentence with Hindi mixed in. Do NOT code switch more frequently than this ratio. generate all hindi words using the the devangarione example is Person1: Hey there, I hope everything is going well and <Hindi>आप कैसे हैं</Hindi> I heard the midterm on searching algorithms is next week.ensure to ONLY USE DEVANGARI and not romanized hindiperson1 is algorithms professor\nperson2 is student at northeastern university']","['muje', 'lagata', 'upcoming', 'assignment', 'graph', 'traversals', 'aemge']","['mem', 'lagana', 'upcoming', 'assignment', 'graph', 'traversal', 'ana']","['PRON', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'VERB']","['hi', 'hi', 'en', 'en', 'en', 'en', 'hi']",7,4,3,True
46,46_11,Professor,"Yes, you’ll need to implement Dijkstra’s algorithm and report the results",intra_sentinal,LLM,"['minimax/minimax-m2:free', '\n    Use the 10 examples below to generate a conversation between 2 people.\n    Make each character not speak for more than 10 times. The 2 people will be code switching between\n    English and Hindi. Make person 1 have the first code switch. Make the code switches highlighting intra-sentinel switching.\n    Examples: \n    I was so tired kal raat that I fell asleep instantly.\n    Usne bola “I’ll call you baad mein,” but phir call hi nahi kiya.\n    Let’s meet kal subah at the cafe near your ghar.\n    I don’t think mujhe woh movie pasand aayegi.\n    Humne project complete kar liya, but abhi presentation pending hai.\n    The teacher said ki tumhe zyada practice ki zaroorat hai.\n    Mujhe samajh nahi aata why he always comes late.\n    They were laughing itna zyada ki sab log dekhne lage.\n    I’m hungry, kya hum abhi kuch order karen?\n    Kal ka test tough tha but thankfully sab questions practice wale hi the\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.IMPORTANT: Only code switch in EXACTLY 1 out of 4 sentences (25% of sentences should have Hindi). This means 3 sentences should be pure English, then 1 sentence with Hindi mixed in. Do NOT code switch more frequently than this ratio. generate all hindi words using the the devangarione example is Person1: Hey there, I hope everything is going well and <Hindi>आप कैसे हैं</Hindi> I heard the midterm on searching algorithms is next week.ensure to ONLY USE DEVANGARI and not romanized hindiperson1 is algorithms professor\nperson2 is student at northeastern university']","['yes', 'll', 'need', 'implement', 'dijkstra', 's', 'algorithm', 'report', 'results']","['yes', 'll', 'need', 'implement', 'dijkstra', 's', 'algorithm', 'report', 'result']","['INTJ', 'AUX', 'VERB', 'VERB', 'PROPN', 'PART', 'NOUN', 'VERB', 'NOUN']","['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']",9,9,0,False
47,47_0,Person1,"Good morning, I trust you are doing well and <Hindi>आप कैसे हैं</Hindi> I wanted to discuss the upcoming midterm on searching algorithms",tag_switching,LLM,"['minimax/minimax-m2:free', '\n    You are an international student from India. You are talking to person 2 in your\n    AI class about the upcoming midterm on searching algorithms. You both speak English and Hindi.\n    Generate a conversation between the 2 people.\n    Make person 1 have the first code switch. Highlight the code switch as tag switching.\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.IMPORTANT: Only code switch in EXACTLY 1 out of 4 sentences (25% of sentences should have Hindi). This means 3 sentences should be pure English, then 1 sentence with Hindi mixed in. Do NOT code switch more frequently than this ratio. generate all hindi words using the the devangarione example is Person1: Hey there, I hope everything is going well and <Hindi>आप कैसे हैं</Hindi> I heard the midterm on searching algorithms is next week.ensure to ONLY USE DEVANGARI and not romanized hindiperson1 is algorithms professor\nperson2 is student at northeastern university']","['good', 'morning', 'trust', 'kese', 'wanted', 'discuss', 'upcoming', 'midterm', 'searching', 'algorithms']","['good', 'morning', 'trust', 'kese', 'want', 'discuss', 'upcoming', 'midterm', 'search', 'algorithm']","['ADJ', 'NOUN', 'VERB', 'PRON', 'VERB', 'VERB', 'ADJ', 'NOUN', 'VERB', 'NOUN']","['en', 'en', 'en', 'hi', 'en', 'en', 'en', 'en', 'en', 'en']",10,9,1,True
47,47_1,Person2,"I'm fine, thanks for asking, and I'm a bit nervous about the midterm",tag_switching,LLM,"['minimax/minimax-m2:free', '\n    You are an international student from India. You are talking to person 2 in your\n    AI class about the upcoming midterm on searching algorithms. You both speak English and Hindi.\n    Generate a conversation between the 2 people.\n    Make person 1 have the first code switch. Highlight the code switch as tag switching.\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.IMPORTANT: Only code switch in EXACTLY 1 out of 4 sentences (25% of sentences should have Hindi). This means 3 sentences should be pure English, then 1 sentence with Hindi mixed in. Do NOT code switch more frequently than this ratio. generate all hindi words using the the devangarione example is Person1: Hey there, I hope everything is going well and <Hindi>आप कैसे हैं</Hindi> I heard the midterm on searching algorithms is next week.ensure to ONLY USE DEVANGARI and not romanized hindiperson1 is algorithms professor\nperson2 is student at northeastern university']","['fine', 'thanks', 'asking', 'bit', 'nervous']","['fine', 'thank', 'ask', 'bit', 'nervous']","['ADJ', 'NOUN', 'VERB', 'NOUN', 'ADJ']","['en', 'en', 'en', 'en', 'en']",5,5,0,False
47,47_2,Person1,"The exam will cover linear and binary search, as well as some variations like interpolation search",tag_switching,LLM,"['minimax/minimax-m2:free', '\n    You are an international student from India. You are talking to person 2 in your\n    AI class about the upcoming midterm on searching algorithms. You both speak English and Hindi.\n    Generate a conversation between the 2 people.\n    Make person 1 have the first code switch. Highlight the code switch as tag switching.\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.IMPORTANT: Only code switch in EXACTLY 1 out of 4 sentences (25% of sentences should have Hindi). This means 3 sentences should be pure English, then 1 sentence with Hindi mixed in. Do NOT code switch more frequently than this ratio. generate all hindi words using the the devangarione example is Person1: Hey there, I hope everything is going well and <Hindi>आप कैसे हैं</Hindi> I heard the midterm on searching algorithms is next week.ensure to ONLY USE DEVANGARI and not romanized hindiperson1 is algorithms professor\nperson2 is student at northeastern university']","['exam', 'cover', 'linear', 'binary', 'search', 'variations', 'like', 'interpolation', 'search']","['exam', 'cover', 'linear', 'binary', 'search', 'variation', 'like', 'interpolation', 'search']","['NOUN', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN']","['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']",9,9,0,False
47,47_3,Person2,Will there be any questions on hash tables or just array based searching,tag_switching,LLM,"['minimax/minimax-m2:free', '\n    You are an international student from India. You are talking to person 2 in your\n    AI class about the upcoming midterm on searching algorithms. You both speak English and Hindi.\n    Generate a conversation between the 2 people.\n    Make person 1 have the first code switch. Highlight the code switch as tag switching.\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.IMPORTANT: Only code switch in EXACTLY 1 out of 4 sentences (25% of sentences should have Hindi). This means 3 sentences should be pure English, then 1 sentence with Hindi mixed in. Do NOT code switch more frequently than this ratio. generate all hindi words using the the devangarione example is Person1: Hey there, I hope everything is going well and <Hindi>आप कैसे हैं</Hindi> I heard the midterm on searching algorithms is next week.ensure to ONLY USE DEVANGARI and not romanized hindiperson1 is algorithms professor\nperson2 is student at northeastern university']","['questions', 'hash', 'tables', 'array', 'based', 'searching']","['question', 'hash', 'table', 'array', 'base', 'search']","['NOUN', 'NOUN', 'NOUN', 'VERB', 'VERB', 'VERB']","['en', 'en', 'en', 'en', 'en', 'en']",6,6,0,False
47,47_4,Person1,"We will also touch upon time complexity, and I think <Hindi>समय जटिलता</Hindi> is a key point to understand for the exam",tag_switching,LLM,"['minimax/minimax-m2:free', '\n    You are an international student from India. You are talking to person 2 in your\n    AI class about the upcoming midterm on searching algorithms. You both speak English and Hindi.\n    Generate a conversation between the 2 people.\n    Make person 1 have the first code switch. Highlight the code switch as tag switching.\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.IMPORTANT: Only code switch in EXACTLY 1 out of 4 sentences (25% of sentences should have Hindi). This means 3 sentences should be pure English, then 1 sentence with Hindi mixed in. Do NOT code switch more frequently than this ratio. generate all hindi words using the the devangarione example is Person1: Hey there, I hope everything is going well and <Hindi>आप कैसे हैं</Hindi> I heard the midterm on searching algorithms is next week.ensure to ONLY USE DEVANGARI and not romanized hindiperson1 is algorithms professor\nperson2 is student at northeastern university']","['touch', 'time', 'complexity', 'think', 'samaya', 'jawilata', 'key', 'point', 'understand', 'exam']","['touch', 'time', 'complexity', 'think', 'samaya', 'jawilata', 'key', 'point', 'understand', 'exam']","['VERB', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN']","['en', 'en', 'en', 'en', 'hi', 'hi', 'en', 'en', 'en', 'en']",10,8,2,True
47,47_5,Person2,Could you suggest a few practice problems that focus on binary search in sorted arrays,tag_switching,LLM,"['minimax/minimax-m2:free', '\n    You are an international student from India. You are talking to person 2 in your\n    AI class about the upcoming midterm on searching algorithms. You both speak English and Hindi.\n    Generate a conversation between the 2 people.\n    Make person 1 have the first code switch. Highlight the code switch as tag switching.\n    Average between 10-12 conversations per turn, simulate a natural billingual conversation, structure the result conversation to only include periods at the end of a sentence, only return the conversation, have it in a format similar to speaker: sentence, do not include anything else.IMPORTANT: Only code switch in EXACTLY 1 out of 4 sentences (25% of sentences should have Hindi). This means 3 sentences should be pure English, then 1 sentence with Hindi mixed in. Do NOT code switch more frequently than this ratio. generate all hindi words using the the devangarione example is Person1: Hey there, I hope everything is going well and <Hindi>आप कैसे हैं</Hindi> I heard the midterm on searching algorithms is next week.ensure to ONLY USE DEVANGARI and not romanized hindiperson1 is algorithms professor\nperson2 is student at northeastern university']","['suggest', 'practice', 'problems', 'focus', 'binary', 'search', 'sorted', 'arrays']","['suggest', 'practice', 'problem', 'focus', 'binary', 'search', 'sorted', 'array']","['VERB', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'NOUN']","['en', 'en', 'en', 'en', 'en', 'en', 'en', 'en']",8,8,0,False
